label,area,centroid-0,centroid-1,perimeter,axis_major_length,axis_minor_length
1,730.0,41.38082191780822,291.03561643835616,103.49747468305833,33.994766062968964,27.788217674357654
2,83.0,69.89156626506023,266.89156626506025,32.72792206135785,12.830093395262315,8.37813668809939
3,181.0,98.11049723756906,217.66298342541435,48.970562748477136,17.171369176124262,13.483526125963028
4,59.0,120.30508474576271,202.77966101694915,28.14213562373095,11.771792320476353,6.412877025618494
5,373.0,130.50670241286863,259.7882037533512,70.2842712474619,24.785415752673988,19.224916972069725
6,67.0,138.71641791044777,338.32835820895525,30.14213562373095,12.803400330409922,6.699405112634822
7,82.0,157.6341463414634,335.0731707317073,31.556349186104047,11.472252138109372,9.2453911957951
8,48.0,181.625,371.0416666666667,23.31370849898476,8.979276522768297,6.764723351072901
9,30.0,182.43333333333334,190.8,17.65685424949238,6.899688585839354,5.509070064356928
10,44.0,184.45454545454547,200.72727272727272,23.692388155425117,9.598423056584714,5.916990002914618
11,32.0,189.96875,346.34375,18.485281374238568,7.334369672499985,5.5046136564805765
12,89.0,200.62921348314606,321.30337078651684,33.31370849898476,12.36917814153341,9.275117126668256
13,94.0,217.7872340425532,336.5,33.31370849898476,12.70192052280859,9.438529629136871
14,72.0,218.22222222222223,389.2916666666667,29.899494936611667,10.332629574724487,8.90549008903215
15,83.0,218.80722891566265,202.0722891566265,33.31370849898476,13.833972456720904,7.676651305351725
16,108.0,220.00925925925927,355.8703703703704,39.55634918610404,15.918983876930923,8.81607205830701
17,284.0,230.91549295774647,244.8450704225352,62.284271247461895,20.9751357685022,17.38370653773877
18,32.0,226.875,329.46875,19.071067811865476,7.692829500083168,5.34366440587825
19,65.0,234.35384615384615,340.26153846153846,27.899494936611667,9.980475513915206,8.37211783462518
20,86.0,244.15116279069767,265.6162790697674,33.55634918610404,13.167922496567446,8.356903399647814
21,46.0,244.2826086956522,330.39130434782606,23.31370849898476,8.789806449458881,6.72847559752544
22,38.0,244.57894736842104,217.5,22.82842712474619,11.04059494964403,4.365566600700574
23,46.0,251.65217391304347,218.91304347826087,23.899494936611664,10.110260323510394,5.78489894903851
24,35.0,251.45714285714286,324.0857142857143,19.071067811865476,7.419349258830943,5.933491198272273
25,127.0,258.56692913385825,346.7795275590551,40.14213562373095,14.024111776751328,11.588179787888542
26,165.0,266.8363636363636,363.8242424242424,49.45584412271571,20.39291614263224,10.298878380733031
