,fullname,case_number,location,dx,left_x,right_x,lower_y,top_y,center_x,center_y,center_lat,center_lon,startdate,enddate
126,127-hudson_bay-100km-2019-03-27,127,hudson_bay,100km,-2537500.0,-2437500.0,-2187500.0,-2087500.0,-2487500.0,-2137500.0,60.37543320060329,-94.32764820310818,2019-03-27,2019-03-28
127,128-hudson_bay-100km-2019-04-15,128,hudson_bay,100km,-2662500.0,-2562500.0,-2487500.0,-2387500.0,-2612500.0,-2437500.0,57.853009793119355,-91.98470311215355,2019-04-15,2019-04-16
128,129-hudson_bay-100km-2010-03-24,129,hudson_bay,100km,-2687500.0,-2587500.0,-2512500.0,-2412500.0,-2637500.0,-2462500.0,57.55116862761903,-91.96526057192052,2010-03-24,2010-03-25
129,130-hudson_bay-100km-2007-04-28,130,hudson_bay,100km,-2612500.0,-2512500.0,-2462500.0,-2362500.0,-2562500.0,-2412500.0,58.31153967621843,-91.72698775048764,2007-04-28,2007-04-29
130,131-hudson_bay-100km-2017-03-29,131,hudson_bay,100km,-2112500.0,-2012500.0,-2137500.0,-2037500.0,-2062500.0,-2087500.0,63.38042177015259,-89.65484887683589,2017-03-29,2017-03-30
131,132-hudson_bay-100km-2021-06-04,132,hudson_bay,100km,-2212500.0,-2112500.0,-2262500.0,-2162500.0,-2162500.0,-2212500.0,61.989324531046194,-89.3452195977323,2021-06-04,2021-06-05
132,133-hudson_bay-100km-2013-06-10,133,hudson_bay,100km,-2137500.0,-2037500.0,-2237500.0,-2137500.0,-2087500.0,-2187500.0,62.60057738725675,-88.65999221910029,2013-06-10,2013-06-11
133,134-hudson_bay-100km-2010-08-12,134,hudson_bay,100km,-1862500.0,-1762500.0,-2062500.0,-1962500.0,-1812500.0,-2012500.0,65.36933163048317,-87.00686799402092,2010-08-12,2010-08-13
134,135-hudson_bay-100km-2006-07-18,135,hudson_bay,100km,-1862500.0,-1762500.0,-2112500.0,-2012500.0,-1812500.0,-2062500.0,65.03977915969801,-86.30861401354872,2006-07-18,2006-07-19
135,136-hudson_bay-100km-2006-08-02,136,hudson_bay,100km,-1862500.0,-1762500.0,-2112500.0,-2012500.0,-1812500.0,-2062500.0,65.03977915969801,-86.30861401354872,2006-08-02,2006-08-03
136,137-hudson_bay-100km-2016-07-29,137,hudson_bay,100km,-2462500.0,-2362500.0,-3037500.0,-2937500.0,-2412500.0,-2987500.0,55.58397707599644,-83.9219630162527,2016-07-29,2016-07-30
137,138-hudson_bay-100km-2020-05-09,138,hudson_bay,100km,-1937500.0,-1837500.0,-2387500.0,-2287500.0,-1887500.0,-2337500.0,62.76903867302275,-83.92041104216152,2020-05-09,2020-05-10
138,139-hudson_bay-100km-2018-05-14,139,hudson_bay,100km,-1862500.0,-1762500.0,-2362500.0,-2262500.0,-1812500.0,-2312500.0,63.348725922335845,-83.08877288097533,2018-05-14,2018-05-15
139,140-hudson_bay-100km-2010-05-24,140,hudson_bay,100km,-2137500.0,-2037500.0,-2787500.0,-2687500.0,-2087500.0,-2737500.0,58.970952927197125,-82.32758840022045,2010-05-24,2010-05-25
140,141-hudson_bay-100km-2021-05-18,141,hudson_bay,100km,-1862500.0,-1762500.0,-2512500.0,-2412500.0,-1812500.0,-2462500.0,62.30459183704782,-81.35457746574639,2021-05-18,2021-05-19
141,142-hudson_bay-100km-2017-07-16,142,hudson_bay,100km,-1712500.0,-1612500.0,-2312500.0,-2212500.0,-1662500.0,-2262500.0,64.49461435894949,-81.30869246411515,2017-07-16,2017-07-17
142,143-hudson_bay-100km-2015-07-20,143,hudson_bay,100km,-2187500.0,-2087500.0,-3112500.0,-3012500.0,-2137500.0,-3062500.0,56.47584750128901,-79.91346831534622,2015-07-20,2015-07-21
143,144-hudson_bay-100km-2009-06-05,144,hudson_bay,100km,-1862500.0,-1762500.0,-2762500.0,-2662500.0,-1812500.0,-2712500.0,60.5258812849436,-78.75095568532569,2009-06-05,2009-06-06
144,145-hudson_bay-100km-2009-06-15,145,hudson_bay,100km,-1987500.0,-1887500.0,-2987500.0,-2887500.0,-1937500.0,-2937500.0,58.31610451313179,-78.40782458970894,2009-06-15,2009-06-16
145,146-hudson_bay-100km-2021-04-13,146,hudson_bay,100km,-1887500.0,-1787500.0,-2837500.0,-2737500.0,-1837500.0,-2787500.0,59.8663110736779,-78.39258432420506,2021-04-13,2021-04-14
146,147-hudson_bay-100km-2006-04-12,147,hudson_bay,100km,-2112500.0,-2012500.0,-3212500.0,-3112500.0,-2062500.0,-3162500.0,56.12852696820791,-78.11134196037203,2006-04-12,2006-04-13
147,148-laptev_sea-100km-2011-03-24,148,laptev_sea,100km,612500.0,712500.0,1062500.0,1162500.0,662500.0,1112500.0,78.08849234046849,104.2259638987518,2011-03-24,2011-03-25
148,149-laptev_sea-100km-2016-04-02,149,laptev_sea,100km,537500.0,637500.0,987500.0,1087500.0,587500.0,1037500.0,79.02592398285043,105.47863816541836,2016-04-02,2016-04-03
149,150-laptev_sea-100km-2008-03-30,150,laptev_sea,100km,562500.0,662500.0,1137500.0,1237500.0,612500.0,1187500.0,77.71099327658386,107.71579270637694,2008-03-30,2008-03-31
150,151-laptev_sea-100km-2014-03-01,151,laptev_sea,100km,512500.0,612500.0,1087500.0,1187500.0,562500.0,1137500.0,78.3246157508427,108.68735150521118,2014-03-01,2014-03-02
151,152-laptev_sea-100km-2008-06-01,152,laptev_sea,100km,437500.0,537500.0,1362500.0,1462500.0,487500.0,1412500.0,76.26949993393502,115.95876926156066,2008-06-01,2008-06-02
152,153-laptev_sea-100km-2019-08-16,153,laptev_sea,100km,262500.0,362500.0,1087500.0,1187500.0,312500.0,1137500.0,79.14166589836378,119.63838368815136,2019-08-16,2019-08-17
153,154-laptev_sea-100km-2007-07-25,154,laptev_sea,100km,137500.0,237500.0,1137500.0,1237500.0,187500.0,1187500.0,78.93517357895364,126.02737338510362,2007-07-25,2007-07-26
154,155-laptev_sea-100km-2006-09-07,155,laptev_sea,100km,137500.0,237500.0,1187500.0,1287500.0,187500.0,1237500.0,78.48327239238252,126.3843518158359,2006-09-07,2006-09-08
155,156-laptev_sea-100km-2007-04-05,156,laptev_sea,100km,187500.0,287500.0,1637500.0,1737500.0,237500.0,1687500.0,74.36255839783523,126.988768387144,2007-04-05,2007-04-06
156,157-laptev_sea-100km-2014-04-03,157,laptev_sea,100km,162500.0,262500.0,1637500.0,1737500.0,212500.0,1687500.0,74.39251730726141,127.822754149145,2014-04-03,2014-04-04
157,158-laptev_sea-100km-2008-07-20,158,laptev_sea,100km,112500.0,212500.0,1512500.0,1612500.0,162500.0,1562500.0,75.57197451740649,129.0625839005185,2008-07-20,2008-07-21
158,159-laptev_sea-100km-2022-09-21,159,laptev_sea,100km,62500.0,162500.0,1087500.0,1187500.0,112500.0,1137500.0,79.4766733083549,129.35175262626476,2022-09-21,2022-09-22
159,160-laptev_sea-100km-2017-05-28,160,laptev_sea,100km,87500.0,187500.0,1587500.0,1687500.0,137500.0,1637500.0,74.91480623415644,130.2001638860953,2017-05-28,2017-05-29
160,161-laptev_sea-100km-2010-05-19,161,laptev_sea,100km,62500.0,162500.0,1487500.0,1587500.0,112500.0,1537500.0,75.83858257790625,130.8150838748816,2010-05-19,2010-05-20
161,162-laptev_sea-100km-2010-06-22,162,laptev_sea,100km,62500.0,162500.0,1612500.0,1712500.0,112500.0,1662500.0,74.70569347648322,131.12874376801437,2010-06-22,2010-06-23
162,163-laptev_sea-100km-2012-07-04,163,laptev_sea,100km,37500.0,137500.0,1662500.0,1762500.0,87500.0,1712500.0,74.2664307904162,132.07502205084364,2012-07-04,2012-07-05
163,164-laptev_sea-100km-2006-08-06,164,laptev_sea,100km,-37500.0,62500.0,1262500.0,1362500.0,12500.0,1312500.0,77.92646285580558,134.4543424065843,2006-08-06,2006-08-07
164,165-laptev_sea-100km-2016-06-07,165,laptev_sea,100km,-87500.0,12500.0,1462500.0,1562500.0,-37500.0,1512500.0,76.09922842973768,136.420265546399,2016-06-07,2016-06-08
165,166-laptev_sea-100km-2016-09-04,166,laptev_sea,100km,-87500.0,12500.0,1062500.0,1162500.0,-37500.0,1112500.0,79.75068045859918,136.93058744116698,2016-09-04,2016-09-05
166,167-laptev_sea-100km-2007-05-04,167,laptev_sea,100km,-112500.0,-12500.0,1387500.0,1487500.0,-62500.0,1437500.0,76.77416431399567,137.48955292199915,2007-05-04,2007-05-05
167,168-laptev_sea-100km-2021-08-07,168,laptev_sea,100km,-162500.0,-62500.0,1037500.0,1137500.0,-112500.0,1087500.0,79.93234417477997,140.9061411137705,2021-08-07,2021-08-08
168,169-sea_of_okhostk-100km-2009-06-08,169,sea_of_okhostk,100km,-212500.0,-112500.0,3812500.0,3912500.0,-162500.0,3862500.0,55.3647529767199,137.4090813744723,2009-06-08,2009-06-09
169,170-sea_of_okhostk-100km-2014-06-05,170,sea_of_okhostk,100km,-237500.0,-137500.0,3962500.0,4062500.0,-187500.0,4012500.0,54.09469089696672,137.67542665602912,2014-06-05,2014-06-06
170,171-sea_of_okhostk-100km-2009-06-18,171,sea_of_okhostk,100km,-287500.0,-187500.0,3912500.0,4012500.0,-237500.0,3962500.0,54.49142467910185,138.43002844006176,2009-06-18,2009-06-19
171,172-sea_of_okhostk-100km-2017-04-28,172,sea_of_okhostk,100km,-312500.0,-212500.0,3712500.0,3812500.0,-262500.0,3762500.0,56.16221886297233,138.99091309842976,2017-04-28,2017-04-29
172,173-sea_of_okhostk-100km-2013-06-14,173,sea_of_okhostk,100km,-387500.0,-287500.0,3887500.0,3987500.0,-337500.0,3937500.0,54.6399834375134,139.89909245378772,2013-06-14,2013-06-15
173,174-sea_of_okhostk-100km-2022-05-24,174,sea_of_okhostk,100km,-437500.0,-337500.0,3937500.0,4037500.0,-387500.0,3987500.0,54.18353883231012,140.55049978958294,2022-05-24,2022-05-25
174,175-sea_of_okhostk-100km-2006-06-29,175,sea_of_okhostk,100km,-537500.0,-437500.0,3337500.0,3437500.0,-487500.0,3387500.0,59.14472724117268,143.1892921879689,2006-06-29,2006-06-30
175,176-sea_of_okhostk-100km-2019-04-27,176,sea_of_okhostk,100km,-587500.0,-487500.0,3412500.0,3512500.0,-537500.0,3462500.0,58.44424237701525,143.82386194304044,2019-04-27,2019-04-28
176,177-sea_of_okhostk-100km-2016-03-31,177,sea_of_okhostk,100km,-687500.0,-587500.0,3712500.0,3812500.0,-637500.0,3762500.0,55.785541738957754,144.61659157004993,2016-03-31,2016-04-01
177,178-sea_of_okhostk-100km-2007-03-15,178,sea_of_okhostk,100km,-737500.0,-637500.0,3837500.0,3937500.0,-687500.0,3887500.0,54.674582484079735,145.02899806150847,2007-03-15,2007-03-16
178,179-sea_of_okhostk-100km-2010-04-17,179,sea_of_okhostk,100km,-787500.0,-687500.0,3912500.0,4012500.0,-737500.0,3962500.0,53.98012171353733,145.5432463946863,2010-04-17,2010-04-18
179,180-sea_of_okhostk-100km-2010-03-08,180,sea_of_okhostk,100km,-912500.0,-812500.0,3837500.0,3937500.0,-862500.0,3887500.0,54.38710559023557,147.5092994431321,2010-03-08,2010-03-09
180,181-sea_of_okhostk-100km-2014-03-12,181,sea_of_okhostk,100km,-987500.0,-887500.0,4012500.0,4112500.0,-937500.0,4062500.0,52.82149428937873,147.99461679191654,2014-03-12,2014-03-13
181,182-sea_of_okhostk-100km-2014-03-08,182,sea_of_okhostk,100km,-1037500.0,-937500.0,4037500.0,4137500.0,-987500.0,4087500.0,52.52351689452783,148.58185243592965,2014-03-08,2014-03-09
182,183-sea_of_okhostk-100km-2021-04-05,183,sea_of_okhostk,100km,-962500.0,-862500.0,3637500.0,3737500.0,-912500.0,3687500.0,55.93280920132567,148.89906309275082,2021-04-05,2021-04-06
183,184-sea_of_okhostk-100km-2009-05-24,184,sea_of_okhostk,100km,-1162500.0,-1062500.0,3287500.0,3387500.0,-1112500.0,3337500.0,58.32371433262955,153.434948822922,2009-05-24,2009-05-25
184,185-sea_of_okhostk-100km-2011-05-04,185,sea_of_okhostk,100km,-1212500.0,-1112500.0,3237500.0,3337500.0,-1162500.0,3287500.0,58.58991722765379,154.47421405230625,2011-05-04,2011-05-05
185,186-sea_of_okhostk-100km-2017-05-23,186,sea_of_okhostk,100km,-1212500.0,-1112500.0,3112500.0,3212500.0,-1162500.0,3162500.0,59.60112799780936,155.18286912757316,2017-05-23,2017-05-24
186,187-sea_of_okhostk-100km-2013-04-29,187,sea_of_okhostk,100km,-1237500.0,-1137500.0,3087500.0,3187500.0,-1187500.0,3137500.0,59.72775118335316,155.73095547282662,2013-04-29,2013-04-30
187,188-sea_of_okhostk-100km-2015-03-12,188,sea_of_okhostk,100km,-1387500.0,-1287500.0,3287500.0,3387500.0,-1337500.0,3337500.0,57.66080433087346,156.83839836404928,2015-03-12,2015-03-13
188,189-sea_of_okhostk-100km-2012-04-26,189,sea_of_okhostk,100km,-1537500.0,-1437500.0,2737500.0,2837500.0,-1487500.0,2787500.0,61.4171810616452,163.08582083822174,2012-04-26,2012-04-27
